dataset_name,recommended_dim,sample_count,original_dim,class_count,baseline_quality,intrinsic_dim_pca_95,intrinsic_dim_twonn,minority_fraction,class_entropy_normalized,variance_in_top_10_pca,mean_centroid_cosine_distance,intrinsic_dim_mle,intrinsic_dim_lpca,intrinsic_dim_consensus,local_id_std,task_family_code,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cls_coef,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lh_trace,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,task_family,true_intrinsic_dim,is_synthetic,language,linear_sep_metric,linear_sep_value,linear_sep_threshold
"Emotion (6 classes) [size=896, imbalanced]",8,803.0,384.0,6.0,0.602763336873684,138.0,20.05997083252011,0.0348692403486924,0.8191010408174954,0.346973636741038,0.1792092966536931,25.867212188866453,16.856,50.19579575534664,0.351089732119867,0.0,0.0102721886914282,0.00187861339084,3.16990937199875,0.0,0.0398505603985056,0.8191010408174954,0.1505419334610318,0.4586074611635281,0.1792245680623904,0.0,0.0101126870189284,0.007532533962029,2.1173454748148948,0.6198193538265047,1.4019038525239084e-16,1.608231515430346e-16,3.520766232727594e-17,4.296581849963587e-17,0.930199408080049,0.3068681516793585,0.21438603383122,34.68148430605288,0.9631221871742904,0.0547279038966582,0.1453719496579407,0.0545164490049001,0.0003339353141809,0.0008388891160584,0.7935334437963053,0.1122189606358043,0.112386180697679,0.1958268570998529,0.1666666666666666,0.147002579371506,0.0,0.0,1.7193594708934254,0.0,0.0,0.859271257247131,0.199214131124462,25.09375,0.7089260619851808,0.2393316739125504,5.226203668723054,0.0467952890156257,0.1127509485237393,0.2587421861022879,0.0568605317558818,0.0353253765417409,0.0529250795460882,0.0415384913932307,0.06108297667238,0.0280997108177464,1.9013890033489529,0.997496933200374,0.5258134312037402,0.1727764047497627,1.707051506507716,0.498443372706152,3.715721517658914e-19,3.3278424469745364e-17,-0.0036807097070389,0.02522637128888567,-1.69040486257857,0.4516681291349904,0.0610511780905916,0.0467952890156257,0.6749688667496887,0.5010287919667031,0.039595247855649,0.5442092154420921,0.498352113462235,0.3897882938978829,0.4880061015239887,32.0,0.0,0.0,6.0,0.0,5.0,803.0,21.0,32.0,32.0,50.92216548704488,0.0,1.1800898003628864,3.397456369086286,0.8598710079675648,1.021535419967747,0.529582925401304,0.1651121278529671,0.0,0.0145801387413763,0.1617173599007615,0.0,0.0,0.9925280199252802,0.0398505603985056,0.0361145703611457,0.90625,-0.0014669192991257,0.014060881585223,0.3068681516793585,0.2143860338312201,0.2298857055440059,single,,0.0,en,kappa_vs_majority,0.5233160042484208,0.1
Yelp Polarity (Binary) [baseline size=2000],8,1200.0,384.0,2.0,0.8341666666666666,144.0,28.958216605701367,0.5,1.0,0.3368289546227585,0.1344344966367453,30.291705684723432,17.0,55.0624805726062,0.0,0.0,0.007869317859746,0.0013300380519627,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.7164671572550008,0.0,0.0,0.0026407952682131,0.0060937330071985,1.0,0.612898080814759,1.3312117846069258e-16,1.520997863917203e-16,2.057050621252512e-17,3.1837814884467736e-17,0.8732012788434806,0.1881418999761035,0.1495653419085585,54.45780550073333,0.9839585878929668,0.0533588839260982,0.1918646040163167,0.0,0.0011437087029499,0.0,0.9425,0.0,0.7825,0.0,0.5,0.0,0.0,0.0,1.013280329528202,0.0,0.0,0.8132799623358837,0.2104938773421763,37.5,0.5498322195403971,0.2214918410265147,4.303565254321072,0.0452433675439841,0.3172967120644924,0.4020944926968153,0.1045840832501516,0.0,0.1366666666666667,0.0,0.1158333333333333,0.0,1.054760127628385,0.9970715277777776,0.4063055655560152,0.1622512552709153,1.5338442830628207,0.4941579727641349,7.083454193571962e-18,2.6536080719527402e-17,-0.0026044120853985,0.018834377020639257,-1.4497821044647128,0.4107556439933624,0.01836284056629,0.0452433675439841,0.4758333333333333,0.4874314342635415,0.0282166906909762,0.3233333333333333,0.4679437626749724,0.1,0.300125078179293,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,14.0,32.0,31.0,179.90491407879756,0.0,0.513325187425062,2.9836263875275337,0.8476577404873241,1.054760127628385,0.4122248197054902,0.1371134608855186,1.0405711093553685,0.0567615586497458,0.1586322244775116,0.0,0.0,0.9966666666666668,0.0266666666666666,0.0241666666666666,0.90625,-0.0021422510353285,0.0102700411929598,0.1881418999761034,0.1495653419085585,0.486674812574938,single,,0.0,en,kappa_vs_majority,0.6683333333333332,0.1
Yelp Polarity (Binary) [size=370],8,370.0,384.0,2.0,0.8107789142407554,120.0,24.397551511403034,0.5,1.0,0.357918482063338,0.1441226434204627,26.180064420946056,16.976,46.88840398308727,0.1530490117576719,0.0,0.0167428103983738,0.00336102441426,2.807323163504328,0.0,0.0864864864864864,1.0,0.0,0.738122798490375,0.0,0.0,0.0050301444221992,0.0070141960461034,1.0,0.6233145994440451,1.3004754101752066e-16,1.546379230100243e-16,2.158061417039893e-17,2.831123955627651e-17,0.873243975683,0.1963965022325826,0.1483764850168029,44.168014525932094,0.982974210448398,0.0436782943668062,0.1735522418857216,0.0,0.001668121380008,0.0,0.927027027027027,0.0,0.4513513513513513,0.0,0.5,0.0,0.0,0.0,1.0491617609448944,0.0,0.0,0.7881455629111059,0.2378816855172064,11.5625,0.5569894628665326,0.2069830775601817,3.78468234501309,0.0329718022084261,0.2834276837645897,0.5164030831152532,0.1052508598504221,0.0,0.1081081081081081,0.0,0.1081081081081081,0.0,1.1969584964569646,0.9924835646457268,0.4144471965289407,0.1558211313286772,1.307366436020437,0.3547251896168372,2.878703281756107e-18,1.5450281835057216e-17,-0.0032298386744549,0.023722224218531672,-1.3058320503371756,0.4193328842325409,0.0226408184912381,0.0329718022084261,0.5378378378378378,0.4916872593463878,0.0286977352845413,0.4054054054054054,0.4916351490220163,0.2675675675675675,0.4432902687403829,32.0,0.0,0.0,2.0,0.0,1.0,370.0,22.0,32.0,28.0,122.9938902646448,0.0,0.5448252656512628,2.6131984863576125,0.7047810990614867,1.1969584964569646,0.4225210703847419,0.1358270145148419,1.0810660493975428,0.0222565893690494,0.2320663886500853,0.0,0.0,1.0,0.0864864864864864,0.0783783783783783,0.90625,-4.0208868354480896e-05,0.0130422972402556,0.1963965022325827,0.1483764850168031,0.4551747343487372,single,,0.0,en,kappa_vs_majority,0.6215578284815109,0.1
Yelp Polarity (Binary) [size=544],2,544.0,384.0,2.0,0.8180033594398236,131.0,28.75301040160181,0.5,1.0,0.3508470676907294,0.1552225876352273,28.979437296751343,16.976,51.42711192458829,0.1530490117576719,0.0,0.0138369878822273,0.0030675415891854,3.0,0.0,0.0588235294117647,1.0,0.0,0.7458599550867158,0.0,0.0,0.0044700551045519,0.0100926347482221,1.0,0.6019083282187584,1.3574572634589708e-16,1.6449917621973048e-16,2.06026688466045e-17,2.704225259329399e-17,0.8704907377315567,0.1966843509042873,0.1594931217291831,41.188760168734504,0.9826154039811889,0.0676131697376615,0.1667554472828919,0.0,0.0009963940305418,0.0,0.8492647058823529,0.0,0.5349264705882353,0.0,0.5,0.0,0.0,0.0,1.0770177589202028,0.0,0.0,0.8029787179199657,0.2233649986096185,17.0,0.5570358877700334,0.2378098024759385,3.9757215318959984,0.0593481095272735,0.4553559599768253,0.6806028112393289,0.0901996621978035,0.0,0.1121323529411765,0.0,0.0808823529411765,0.0,1.2538109991167108,0.993752027465398,0.4120148822087399,0.1721901200958084,1.3612317017210225,0.3847949922732134,-1.1224681315144045e-18,2.282624033350615e-17,0.0031123388758877,0.024170520593115048,-1.3856146070666575,0.4081693161375764,0.0242784681040017,0.0593481095272735,0.46875,0.4856435357653857,0.028730573962859,0.3033088235294117,0.4601105722612037,0.2775735294117647,0.4482139654852675,32.0,0.0,0.0,2.0,0.0,1.0,544.0,18.0,32.0,30.0,122.56628050620353,0.0,0.5563070726019577,2.74684630878768,0.6803814882529233,1.2538109991167108,0.4210338148527088,0.1415668182549341,1.0556183216554902,-0.0263470744088899,0.2468997042333403,0.0,0.0,0.9981617647058824,0.0588235294117647,0.0533088235294117,0.90625,0.0021111709446621,0.0120986741044789,0.1966843509042873,0.159493121729183,0.4436929273980423,single,,0.0,en,kappa_vs_majority,0.6360067188796472,0.1
Yelp Polarity (Binary) [size=594],2,594.0,384.0,2.0,0.7929292929292929,133.0,28.98147456070904,0.5,1.0,0.3559723361119191,0.1352975248601048,28.281457268457505,17.0,51.81573295729164,0.0,0.0,0.0126847415305547,0.0023179211070823,2.999975521619561,0.0,0.0538720538720538,1.0,0.0,0.7239088570397981,0.0,0.0,0.0039840404316633,0.0099817702235138,1.0,0.620010850972363,1.5195873122904092e-16,1.8601886564721415e-16,2.3980690693220644e-17,3.801360464873042e-17,0.8751767250924081,0.1951780591758549,0.1534781912008261,45.674259439023466,0.983623623959354,0.0629558250665822,0.1855525092093612,0.0,0.0004946476135843,0.0,0.9528619528619529,0.0,0.6313131313131313,0.0,0.5,0.0,0.0,0.0,1.018932968995767,0.0,0.0,0.8056097064600757,0.2173029980891476,18.5625,0.5508848611642543,0.2282088656521621,3.978081351636684,0.0595594376524968,0.5491910924744255,0.6348296961940633,0.0967905591886064,0.0,0.1481481481481481,0.0,0.0858585858585858,0.0,1.1010346964128122,0.9948871430352912,0.4090364396821607,0.1679397361734043,1.5027326718351794,0.5299474399112837,-2.0734910234739617e-18,2.4871846839103185e-17,-0.0047298335161014,0.01804618529748822,-1.3748489384413611,0.5291565657928885,0.0218941699828769,0.0595594376524968,0.5016835016835017,0.4903800223822875,0.0288888366857487,0.3518518518518518,0.4779505202098945,0.2929292929292929,0.4554898462656453,32.0,0.0,0.0,2.0,0.0,1.0,594.0,13.0,32.0,32.0,136.0216602851716,0.0,0.5240440333006668,2.8775816102765406,0.8623425964846007,1.1010346964128122,0.4196771605275006,0.1402270605054235,1.0611454451445312,0.0983792942943216,0.2218318568114769,0.0,0.0,0.9966329966329966,0.0538720538720538,0.0488215488215488,0.90625,-0.0040057815853907,0.0113138743707968,0.1951780591758549,0.1534781912008261,0.4759559666993331,single,,0.0,en,kappa_vs_majority,0.5858585858585859,0.1
Customer Reviews (Binary) [baseline size=2000],2,1200.0,384.0,2.0,0.8616666666666667,138.0,15.368570288795054,0.5,1.0,0.3644209676531397,0.4137657012659477,21.16207052507222,16.664,47.79866020346681,0.4723388614120164,0.0,0.0090098893632076,0.0041164787343566,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.7907389943929283,0.0,0.0,0.0036676083800916,0.0120167717199278,1.0,0.6006039679867425,1.4855444106980835e-16,1.8715973142734596e-16,4.1317560991031793e-17,5.805392950731238e-17,0.8697539616346956,0.3413015914383425,0.2506742593933584,36.38611372824288,0.9804603700858268,0.0986223433030551,0.130494199292184,0.0,0.0056032994811206,0.0,0.7733333333333333,0.0,0.655,0.0,0.5,0.0,0.0,0.0,1.759278433071363,0.0,0.0,0.8328867416575868,0.1869362656526229,37.5,0.7532754455002477,0.2962334792993959,4.294445082893591,0.0979360647756942,0.1393795196658775,0.5028558346567873,0.079937673307107,0.0,0.0991666666666666,0.0,0.0566666666666666,0.0,1.6685749272622905,0.9950368055555556,0.5559732841282329,0.2133383703897117,1.7883050794248114,0.5172172963333744,9.830099697201903e-20,3.57464397882713e-17,-2.7254412086960035e-05,0.037333695360174904,-1.8014768189396912,0.4853837915251223,0.0274830119937705,0.0979360647756942,0.3608333333333333,0.4663804412162402,0.0480191705483761,0.2225,0.4160985841036683,0.0833333333333333,0.2765006318046655,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,15.0,32.0,29.0,119.87205345761676,0.0,0.6252681572535395,3.5897818983645022,0.8480393295342311,1.6685749272622905,0.5564598454501469,0.1807626334208193,1.0634964189281724,0.0152254738366992,0.2549842456825817,0.0,0.0,0.9675,0.0266666666666666,0.0241666666666666,0.90625,-0.0013017415814682,0.0251517121544491,0.3413015914383425,0.2506742593933585,0.3747318427464605,single,,0.0,en,kappa_vs_majority,0.7233333333333334,0.1
Customer Reviews (Binary) [size=390],2,390.0,384.0,2.0,0.8230769230769232,116.0,16.391052448085897,0.358974358974359,0.9418285354475155,0.3905204213752512,0.4427981916858597,19.90190009841423,16.66,42.23823813662504,0.4820788317277579,0.0,0.0175520725112722,0.0041661546396339,2.807307373585914,0.0,0.082051282051282,0.9418285354475155,0.1473812423873326,0.8012549380555446,0.0,0.0,0.0065621670193544,0.0172679501921178,0.9418285354475155,0.6220735416265313,1.344857964713491e-16,1.495274849856727e-16,4.07562196806149e-17,5.005915409517099e-17,0.8643728165579065,0.3606499924057598,0.270798032705761,30.16601933425715,0.97993720388255,0.0931521760788776,0.1142489197241734,0.0,0.0011614359217182,0.0,0.6384615384615384,0.0,0.2717948717948718,0.0,0.5,0.1994403741808211,0.0,0.0,1.840953030486286,0.0,0.0,0.7500470653748403,0.2150359878024876,12.1875,0.7629913609298423,0.2979161182086732,3.717914403636529,0.0894359037991764,0.3390222500907792,0.5077266278396853,0.0600249936032398,0.0,0.0846153846153846,0.0,0.0692307692307692,0.0,1.7933700259761811,0.9859368836291912,0.564916810946132,0.2209994578643028,1.7508270383797218,0.5457135622646379,6.832141690000964e-18,2.1942733377884308e-17,-0.003503749330251,0.044928903151010474,-1.758006546916442,0.481077671319026,0.0312215053969005,0.0894359037991764,0.341025641025641,0.4650200927249795,0.0467082820595432,0.182051282051282,0.3863824675695557,0.2282051282051282,0.4202146091123238,32.0,0.0,0.0,2.0,0.0,1.0,390.0,17.0,32.0,28.0,88.91582365738856,0.0,0.6420094757583946,3.5088335852961636,0.886338563580792,1.7933700259761811,0.5703567502816566,0.1910059477240676,1.0907977302305163,-0.007241405499079,0.3415571103372065,0.0,0.0,0.964102564102564,0.082051282051282,0.0743589743589743,0.90625,2.3493994409657347e-05,0.0339129646308874,0.3606499924057598,0.2707980327057609,0.3579905242416054,single,,0.0,en,kappa_vs_majority,0.5071428571428575,0.1
"Customer Reviews (Binary) [size=655, imbalanced]",2,448.0,384.0,2.0,0.946428038777032,119.0,17.130811154882956,0.0625,0.3372900666170139,0.3988915028722633,0.4290664794292641,19.728804315873735,16.264,43.030903867689176,0.705906509390585,0.0,0.0152204783864847,0.0049674330084333,2.8073549220576037,0.0,0.0714285714285714,0.3372900666170139,0.8672566371681416,0.5772462706207593,0.0,0.0,0.0040550321029764,0.0038413944710873,0.3372900666170139,0.6460569949595476,1.3351727350469623e-16,1.5933008750390755e-16,3.915132521772269e-17,5.1596783809171226e-17,0.7975990731863215,0.343336609057696,0.2647021266767728,19.603843920636415,0.9895870857204508,0.017960512149938,0.1055271846969418,0.0,3.3267121775108336e-06,0.0,0.6629464285714286,0.0,0.0,0.0,0.5,0.6187184335382291,0.0,0.0,1.814365155176182,0.0,0.0,0.6715087614453787,0.1482844069900692,14.0,0.7120936844250771,0.2335489334338389,3.1274396860828153,0.0140479405907133,0.2934521907011613,0.4100479610729722,0.0294858494973292,0.0,0.0200892857142857,0.0,0.0200892857142857,0.0,0.499729876780674,0.9264090401785714,0.526356909017468,0.1686156317243068,1.6932890985221931,0.6073173272576815,-5.467476669819758e-18,1.6871095906509128e-17,-0.0061754726108696,0.07287741850154006,-1.70804689005467,0.5065229662853317,0.0172053025918023,0.0140479405907133,0.1116071428571428,0.4248298094118569,0.0579171131292576,0.0714285714285714,0.2578272912484169,0.0424107142857142,0.2017495979862954,32.0,0.0,0.0,2.0,0.0,1.0,448.0,22.0,32.0,31.0,162.16800632121416,0.0,0.3332132569455748,3.4013359885768635,0.9721613155478864,0.499729876780674,0.5544172469367397,0.1926604912389156,22.102013453882932,0.0096546712079025,0.3548227001460047,0.0,0.0,0.7098214285714286,0.0714285714285714,0.0625,0.875,-0.0043643389623362,0.0513397591046779,0.343336609057696,0.2647021266767729,0.6667867430544251,single,,0.0,en,kappa_vs_majority,0.14284862043251145,0.1
Customer Reviews (Binary) [size=1031],2,1031.0,384.0,2.0,0.8477326146405407,135.0,17.567840377082653,0.3588748787584869,0.9417452890968964,0.3774199034454509,0.3953411896205797,21.11693118581474,16.572,47.56419289072435,0.5028081144929942,0.0,0.0109437336601213,0.0037193061463486,3.32192200302716,0.0,0.0310378273520853,0.9417452890968964,0.147573894995129,0.7659030782443186,0.0,0.0,0.0036085890377582,0.010734764399128,0.9417452890968964,0.602157224726905,1.440484327109795e-16,1.706820349192326e-16,4.30576932808313e-17,7.405740600568316e-17,0.860329776915616,0.3449690562759144,0.2583897482649722,36.596709800976065,0.9816685148354962,0.0834687706564993,0.1397596023577124,0.0,0.0041445315331003,0.0,0.9136760426770126,0.0,0.7187196896217265,0.0,0.5,0.1995810604512952,0.0,0.0,1.7254039596421005,0.0,0.0,0.8006215763184771,0.1751868466878209,32.21875,0.7314693730385342,0.2770201870960737,4.237934233217439,0.0809714373349019,0.2686021122580813,0.3919043449456577,0.0848093482089663,0.0,0.1028128031037827,0.0,0.0766246362754606,0.0,1.4190087171734689,0.993256572912835,0.5415028092360539,0.2049687407075513,1.8480235154251583,0.5472658060142259,7.685952316452043e-18,2.868457680510488e-17,-0.0084305824333917,0.03465005671256123,-1.7783049250578835,0.4659513715716484,0.0257330589066173,0.0809714373349019,0.3443258971871969,0.4656246789428276,0.0491709801630727,0.2133850630455868,0.4098961342863388,0.2075654704170708,0.4057606895872458,32.0,0.0,0.0,2.0,0.0,1.0,1031.0,14.0,32.0,31.0,128.09160994353925,0.0,0.5866075252641227,3.6263284404830425,0.8917381718233941,1.4190087171734689,0.5577006116032748,0.1871734309605557,1.0623820390166925,0.0666720031284286,0.2853407115806058,0.0,0.0,0.953443258971872,0.0310378273520853,0.0271580989330746,0.875,-0.0073378701871057,0.0296543609306853,0.3449690562759143,0.2583897482649722,0.4133924747358772,single,,0.0,en,kappa_vs_majority,0.5757089883632365,0.1
Banking77 Intent (77 classes) [baseline size=2000],179,765.0,384.0,77.0,0.722875816993464,96.0,6.616195946277279,0.0091503267973856,0.9997887885619616,0.4921605300341647,0.59218532210613,10.55854837588194,15.22,32.09868608053981,0.6225752966509353,0.0,0.0418300653594771,0.692967527252806,0.1899819955442987,0.0,1.4128605478383682e-16,1.7290142099317521e-16,4.465734629245253e-17,6.737281145370103e-17,0.4250587265809682,0.415452158990597,0.0129870129870129,0.0005338402496657,0.0,0.0,3.3669900571373677,0.0,0.0,23.90625,0.788347296986402,0.3711341664540444,0.228130834538346,0.4981109504250196,65.45892178612033,0.5759677856507,0.2470958323704732,1.8849247380881549,0.5963104555211469,-1.0775694062538284e-17,3.5523041749853075e-17,0.0055477075639875,0.0738311292299229,-1.7362162613750391,0.6392809138577494,32.0,0.0,0.0,77.0,0.0,32.0,765.0,10.0,32.0,30.0,0.0,16.485415720020605,3.6211409994631936,1.1216320611687391,10.359681094471416,0.6003972682943789,0.2581959182218846,0.0,0.0648526648583631,0.3051392898951093,0.0,0.0,0.0029088512776732,0.0524566812899247,0.4250587265809682,0.4154521589905969,4.242925804367267e-13,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.7192294461644306,0.1
"Banking77 Intent (77 classes) [size=1402, imbalanced]",179,752.0,384.0,77.0,0.7114528552456839,96.0,6.283216090429741,0.0066489361702127,0.9987077375392416,0.4939503532362906,0.5870647655782258,10.939185859311612,15.336,32.13960048743534,0.5857508002555352,0.0,0.0425531914893617,0.6784946955960395,0.1984378573019124,0.0,1.2800035061652783e-16,1.5139925772528772e-16,3.888554066250409e-17,5.122804643986471e-17,0.4209491292022501,0.4241667628622331,0.0129870129870129,0.0012743209755506,0.0,0.0,4.364674166703887,0.0,0.0,23.5,0.7857156674394986,0.3819558539354919,0.2348752296528947,0.6125441627326625,63.581733392147775,0.5782374955889942,0.2723833634342112,1.866676534364884,0.7020448058418187,4.262990669687685e-18,2.550357548407651e-17,-0.0086157267758206,0.0683024493905031,-1.786526201866259,0.554649390862991,32.0,0.0,0.0,77.0,0.0,32.0,752.0,15.0,32.0,30.0,0.0,15.95206674199059,3.653202736231143,1.1827902363575018,9.548445989633755,0.5955124384660304,0.2616356784084505,0.0,0.0687910465524892,0.3194378812181338,0.0,0.0,-0.0052982431256237,0.0536328382466706,0.4209491292022501,0.4241667628622331,1.0818546030494335e-12,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.7076561822883903,0.1
"Banking77 Intent (77 classes) [size=1466, imbalanced]",128,752.0,384.0,77.0,0.7074634794156708,97.0,6.569354212196747,0.0026595744680851,0.9978294654883954,0.4923553517053551,0.5857387945599578,10.363627340717988,15.312,32.311245388228684,0.5784945980733096,0.0,0.0425531914893617,0.6800193820763658,0.1984181053385192,0.0,1.4383359147375966e-16,1.7045711069148494e-16,4.27237221840137e-17,6.350593953316333e-17,0.419259702147245,0.4216690995783063,0.0129870129870129,0.0015389787750052,0.0,0.0,3.958901032318676,0.0,0.0,23.5,0.7831320096942284,0.3766479857909005,0.3665855644210823,0.7433275946599667,63.44519575687463,0.5753943974888988,0.2692336645729155,1.8518304825177312,0.6509995790345141,6.938893903907228e-18,2.8807107331948644e-17,0.0078125491154342,0.0699698405382623,-1.8386195888561865,0.7031720398727225,32.0,0.0,0.0,77.0,0.0,32.0,752.0,17.0,32.0,30.0,0.0,16.018105600294675,3.6904500713739177,1.2003343996904985,9.970343549772268,0.5948185276311175,0.2599267814204747,0.0,0.0313740940131789,0.3885177522968625,0.0,0.0,0.005657095228864,0.055603152462557,0.419259702147245,0.4216690995783064,1.0008300958961942e-12,single,,0.0,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kappa_vs_majority,0.7036143146711401,0.1
Rotten Tomatoes (Binary) [baseline size=2000],4,1200.0,384.0,2.0,0.7216666666666667,152.0,27.867029738541557,0.5,1.0,0.305959776531984,0.0878907296186598,32.39942444952764,17.0,57.3166135470173,0.0,0.0,0.0077016692808239,0.0010121519024995,3.321928094887362,0.0,0.0266666666666666,1.0,0.0,0.6115160471131628,0.0,0.0,0.0019837737654782,0.0049534525332428,1.0,0.6272811148223554,1.45895068658436e-16,1.6745764403683978e-16,3.0012150691767616e-17,3.7894496552120595e-17,0.878705865999444,0.248251957414193,0.1604085550760099,73.89849914290156,0.9883140038788464,0.0431101081429074,0.2953945302494649,0.0,0.0054500340746627,0.0,0.9783333333333334,0.0,0.8508333333333333,0.0,0.5,0.0,0.0,0.0,0.9024773736562434,0.0,0.0,0.8341379619007011,0.1864744958223568,37.5,0.6413671724345336,0.2140559341649247,4.308396020331068,0.0354180038581199,0.2214368774474619,0.3202215841754937,0.1360959039409496,0.0,0.2225,0.0,0.1616666666666666,0.0,0.5973212944303662,0.9977006944444444,0.4748175588068135,0.1549975773642645,1.6243994149409635,0.4081354373709999,-3.238150488490039e-18,2.5172252036357947e-17,-0.0006676027754068,0.03179712025926645,-1.6751399967398102,0.3857467244698134,0.0135320745562943,0.0354180038581199,0.5366666666666666,0.4922819780959501,0.0270254135167817,0.3833333333333333,0.4864011142313444,0.0966666666666666,0.2956265404725169,32.0,0.0,0.0,2.0,0.0,1.0,1200.0,15.0,32.0,31.0,244.48550047281432,0.0,0.3739518758769079,3.2995394116807737,0.690453924536609,0.5973212944303662,0.4794444820294099,0.1377606941114125,1.025848898938387,-0.0305639656695476,0.1729931031683926,0.0,0.0,0.9983333333333332,0.0266666666666666,0.0241666666666666,0.90625,0.0006202210631842,0.0181733253916425,0.248251957414193,0.1604085550760099,0.6260481241230921,single,,0.0,en,kappa_vs_majority,0.44333333333333336,0.1
Rotten Tomatoes (Binary) [size=304],2,304.0,384.0,2.0,0.6511680579822688,119.0,25.53852431011806,0.5,1.0,0.3396661002274176,0.0988058721540346,28.055802024418224,16.924,47.37958158363407,0.2649981132008301,0.0,0.0162579656420254,0.0045060848238635,2.584899918905238,0.0,0.1052631578947368,1.0,0.0,0.6451751948320811,0.0,0.0,0.0054423092679458,0.008601718230143,1.0,0.6292088157236817,1.2067606510986832e-16,1.412449843053877e-16,3.2190469856208475e-17,5.0202531452586865e-17,0.8742183428869202,0.2793782171490324,0.1859575438766771,49.31885512212088,0.9869921552491684,0.0415320611691939,0.2608585204771732,0.0,0.0009156789449083,0.0,0.9539473684210528,0.0,0.4177631578947368,0.0,0.5,0.0,0.0,0.0,0.958311155608798,0.0,0.0,0.7828602760849438,0.2473926369364788,9.5,0.6675409066177225,0.2314400473070552,3.5646236980253367,0.0337461135259285,0.4055721270395401,0.5532053086426554,0.1466768618374277,0.0,0.1776315789473684,0.0,0.1447368421052631,0.0,0.7130651270728946,0.9917763157894736,0.495313944748867,0.1694739566592192,1.6046545706533464,0.4522337354798862,5.249821045719284e-18,2.3879677828425997e-17,0.0049592805609531,0.03970571548833634,-1.5257128558315505,0.4743108567555645,0.0202762208799018,0.0337461135259285,0.5526315789473685,0.493384761989266,0.0314452983209845,0.3914473684210526,0.4888788384384416,0.2565789473684211,0.4374651032014101,32.0,0.0,0.0,2.0,0.0,1.0,304.0,21.0,32.0,30.0,126.48430460566948,0.0,0.4162510320266138,3.130367426484897,0.7734135604288763,0.7130651270728946,0.5080026916207179,0.1483204289068444,1.0795947403122843,-0.0005105343296246,0.3237381631818056,0.0,0.0,0.9967105263157896,0.1052631578947368,0.0953947368421052,0.90625,0.0026367082659876,0.026356461811802,0.2793782171490322,0.185957543876677,0.5837489679733863,single,,0.0,en,kappa_vs_majority,0.3023361159645377,0.1
